4.999999999999995559e-01,4.999999999999995559e-01,4.999999999999995559e-01
1.666666666666671015e-01,1.666666666666670737e-01,1.666666666666670737e-01
2.777777777777785118e-01,2.777777777777784562e-01,-3.888888888888881734e-01
-3.888888888888881734e-01,2.777777777777784562e-01,2.777777777777784562e-01
4.629629629629641863e-01,-2.037037037037025544e-01,-6.481481481481469187e-01
1.049382716049402919e-01,-3.395061728395042389e-01,-1.080246913580244827e+00
9.938271604938280213e-01,-1.172839506172831253e-01,-8.580246913580237278e-01
8.333333333333325932e-01,1.666666666666659080e-01,8.333333333333325932e-01
-6.481481481481469187e-01,4.629629629629640752e-01,-2.037037037037025544e-01
-4.259259259259258190e-01,6.851851851851852304e-01,6.851851851851852304e-01
-8.580246913580237278e-01,9.938271604938277992e-01,-1.172839506172831253e-01
1.360082304526749608e+00,-4.917695473251022520e-01,-6.152263374485589242e-01
7.222222222222209886e-01,2.777777777777765134e-01,1.388888888888887507e+00
1.203703703703701500e+00,4.629629629629608556e-01,1.648148148148145697e+00
-1.213991769547299315e-01,-8.621399176954707144e-01,-9.855967078189273867e-01
9.897119341563800354e-01,-1.954732510288051950e-01,-1.430041152263372695e+00
1.989026063100451241e-02,-1.214677640603563313e+00,-1.420438957475991248e+00
1.353223593964336224e+00,-6.220850480109723080e-01,-1.568587105624140499e+00
1.339506172839503684e+00,1.049382716049359343e-01,2.080246913580244161e+00
1.117283950617281363e+00,9.938271604938244685e-01,1.858024691358021840e+00
1.761545496113398723e+00,-4.195244627343377997e-01,-1.922953818015544325e+00
-4.606767261088209331e-01,-1.407178783721989346e+00,-1.676040237768628538e+00
-4.797286998933044666e-01,-1.983158055174511381e+00,-1.641137021795453288e+00
-1.430041152263372695e+00,9.897119341563795913e-01,-1.954732510288051950e-01
-1.568587105624140499e+00,1.353223593964335558e+00,-6.220850480109723080e-01
1.862139917695470270e+00,-1.213991769547350524e-01,1.985596707818927165e+00
-6.961591220850449346e-01,-8.196159122085018289e-01,-9.513031550068555831e-01
1.491769547325099587e+00,1.360082304526745833e+00,1.615226337448556038e+00
1.343621399176951225e+00,3.971193415637829238e-01,2.578189300411518836e+00
-1.832418838591674870e+00,1.061957018747143877e+00,-1.045038866026517965e+00
1.742493522328915301e+00,-7.074378905654603589e-01,-2.423030025910681395e+00
-8.721993598536779135e-01,-1.003886602652031890e+00,-4.332418838591650667e-01
-4.922775999593506091e-01,-2.207869735304571979e+00,-2.172814103541121256e+00
